Startup Name,Industry,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score
NextAIAI,Autonomous Vehicles,441.8,12,7.26,15.17,85.81,Large,3,93.82
AgriAITech,EdTech,113.03,6,7.92,62.87,8.7,Medium,4,28.49
HyperLabInnovations,AI,229.14,13,9.32,29.38,44.95,Medium,19,4.57
SmartLabSystems,Healthcare,399.46,2,8.64,41.17,29.86,Large,15,72.84
FinConnectAnalytics,Quantum Computing,274.55,13,9.52,76.65,69.67,Large,19,90.1
HyperCloudVentures,Healthcare,199.67,1,2.86,66.29,40.99,Large,19,57.33
GreenLabInnovations,FinTech,36.14,10,7.04,33.83,64.26,Medium,17,36.86
QuantumLabAI,EdTech,143.7,1,3.01,72.94,70.02,Large,2,17.92
QuantumHealthNetwork,EdTech,428.92,8,7.39,55.28,81.12,Small,5,22.01
GreenLabHub,AI,221.5,11,6.25,40.42,40.38,Medium,9,28.1
NeuroAISolutions,Healthcare,65.59,2,6.9,60.33,5.22,Small,3,7.37
SmartConnectInnovations,Healthcare,26.24,1,1.29,27.53,17.8,Large,7,71.55
AgriSphereInnovations,Cybersecurity,13.93,5,7.61,47.3,41.06,Medium,8,43.02
TechEdgeAI,Healthcare,63.29,1,3.15,65.47,70.06,Medium,17,47.28
SmartAIAI,Cybersecurity,448.25,7,6.18,62.4,50.21,Medium,1,78.06
NeuroFinanceTech,Autonomous Vehicles,424.54,13,7.24,45.56,95.31,Small,15,70.58
InnoConnectInc,EdTech,276.59,12,4.74,17.53,48.99,Medium,8,27.96
TechDataTech,FinTech,366.37,2,7.68,10.12,66.26,Medium,3,34.0
TechSphereInc,Cybersecurity,370.09,12,2.44,17.36,22.83,Large,12,67.83
FinGrowthNetwork,GreenTech,153.13,14,6.71,67.15,24.84,Large,19,87.62
GreenSphereNetwork,Cybersecurity,446.98,13,4.82,55.13,42.67,Small,19,2.27
GreenFinanceSystems,Quantum Computing,170.64,3,9.28,32.73,6.93,Large,6,18.35
QuantumCloudTech,Healthcare,312.99,3,5.78,27.04,78.08,Medium,9,69.43
TechCloudInnovations,Healthcare,164.64,13,8.09,49.7,27.02,Small,18,40.92
FinConnectHub,AI,484.37,15,9.78,19.5,11.47,Small,5,65.08
SmartAITech,Cybersecurity,73.32,6,7.9,33.85,15.85,Large,11,38.43
SmartGrowthVentures,AI,297.7,10,8.02,62.13,2.9,Large,16,36.29
TechSphereAI,Healthcare,179.58,9,4.77,51.85,19.48,Small,16,90.77
NextDataInnovations,AI,69.58,10,3.96,35.9,23.94,Large,3,35.66
AgriFinanceNetwork,Quantum Computing,80.43,4,4.88,32.51,86.08,Large,6,55.35
SmartDataSystems,Quantum Computing,296.09,11,8.13,47.25,93.65,Large,17,68.53
QuantumHealthInnovations,GreenTech,336.32,3,1.99,1.91,93.43,Medium,9,58.24
QuantumConnectNetwork,AI,6.25,5,3.62,13.31,41.72,Medium,8,47.44
AgriGrowthInc,Cybersecurity,362.0,11,9.18,20.85,62.31,Medium,1,64.64
NeuroLabHub,AgriTech,265.72,11,2.01,77.99,94.89,Small,16,99.56
InnoDataTech,Autonomous Vehicles,333.95,4,6.22,8.73,36.33,Small,4,45.63
SmartFinanceVentures,GreenTech,457.72,9,1.83,60.18,72.49,Medium,11,4.46
FinEdgeAI,AgriTech,117.76,14,6.54,31.79,61.87,Large,20,52.46
TechGrowthAnalytics,AI,105.89,11,7.15,13.3,65.0,Medium,4,34.35
NextAISolutions,Cybersecurity,85.28,6,2.49,33.98,60.61,Medium,9,55.15
HyperCloudAnalytics,EdTech,285.63,9,4.82,45.49,51.64,Small,19,94.48
AgriAISystems,AI,215.22,5,8.18,12.58,18.56,Medium,18,62.19
InnoConnectSystems,AgriTech,96.1,6,6.02,28.52,54.58,Medium,19,21.2
AgriHealthNetwork,Quantum Computing,43.56,12,5.82,65.5,73.23,Small,4,35.55
NeuroConnectInnovations,Cybersecurity,188.1,4,6.89,65.25,86.68,Medium,6,30.73
GreenHealthInc,Cybersecurity,201.23,2,3.23,61.04,78.52,Medium,8,31.06
SmartGrowthAnalytics,Healthcare,460.53,8,4.48,50.35,93.83,Medium,15,21.12
TechDataAnalytics,AI,234.83,3,7.75,71.34,57.54,Medium,18,2.88
FinGrowthTech,Quantum Computing,97.59,10,6.19,76.27,6.64,Medium,17,16.56
HyperCloudVentures,Autonomous Vehicles,185.41,9,1.36,34.36,48.73,Large,3,65.53
NeuroAISystems,Quantum Computing,152.21,8,8.29,79.82,96.4,Small,16,95.85
GreenDataSolutions,Healthcare,230.15,11,5.09,47.9,71.65,Small,12,81.15
NextConnectAnalytics,AI,268.28,6,3.15,9.19,10.54,Small,15,71.36
AgriCloudVentures,AgriTech,456.2,9,2.48,62.37,20.43,Large,4,31.5
SmartHealthInnovations,AgriTech,371.67,13,2.26,19.44,46.56,Small,13,63.21
HyperDataTech,AI,30.2,10,7.92,49.16,19.58,Large,17,60.7
GreenDataSolutions,AgriTech,414.19,3,3.99,64.04,3.9,Small,9,88.67
InnoConnectSolutions,FinTech,394.12,2,8.89,76.43,98.57,Medium,13,4.94
NeuroSphereAnalytics,EdTech,392.8,3,1.11,46.58,77.62,Large,14,89.07
HyperEdgeSolutions,Quantum Computing,61.15,5,6.63,70.01,89.13,Small,20,52.61
AgriAIInnovations,GreenTech,270.91,3,3.48,24.89,21.9,Large,15,11.8
GreenEdgeSolutions,FinTech,394.04,7,5.59,71.66,24.64,Small,7,64.3
QuantumConnectSolutions,GreenTech,492.66,7,4.65,69.61,28.07,Small,8,86.41
GreenConnectInc,EdTech,40.84,1,2.94,41.99,99.2,Medium,20,25.63
QuantumSphereHub,AgriTech,269.95,1,9.92,42.3,20.47,Medium,2,67.34
NextCloudInnovations,EdTech,151.16,15,4.17,67.49,29.13,Medium,11,90.39
SmartLabAI,Autonomous Vehicles,374.79,4,9.92,40.08,12.15,Large,16,92.73
QuantumFinanceTech,Quantum Computing,480.92,11,3.45,60.58,43.08,Small,2,20.93
FinLabInc,Autonomous Vehicles,120.63,7,1.54,65.2,31.48,Medium,11,81.49
SmartFinanceSolutions,Quantum Computing,394.54,2,3.04,33.24,17.72,Large,14,50.09
FinCloudInnovations,AgriTech,468.75,11,6.38,15.21,34.41,Large,5,99.37
NextCloudSolutions,FinTech,307.44,13,8.04,12.36,95.79,Large,13,79.08
AgriFinanceInnovations,FinTech,368.49,13,6.73,56.29,34.52,Medium,9,26.68
QuantumConnectSolutions,Quantum Computing,338.65,5,7.41,17.72,35.99,Small,11,12.59
SmartConnectSystems,Autonomous Vehicles,109.61,11,9.15,39.17,23.22,Small,12,40.89
AgriConnectHub,AI,335.9,7,9.68,8.93,14.54,Small,16,35.6
NextLabSystems,Quantum Computing,445.0,5,2.18,68.76,44.1,Large,7,92.98
AgriFinanceHub,Healthcare,87.11,5,8.77,25.37,78.54,Small,14,30.83
NeuroDataInc,AI,110.14,9,8.17,42.8,70.68,Large,1,62.48
TechFinanceTech,Quantum Computing,204.39,15,3.71,33.24,86.98,Medium,10,98.81
HyperLabHub,GreenTech,139.82,1,3.79,12.63,98.74,Large,19,42.38
NeuroConnectNetwork,GreenTech,108.92,5,7.69,71.79,36.49,Large,18,32.48
InnoGrowthAnalytics,Healthcare,241.3,6,5.86,40.21,27.44,Small,10,80.71
FinGrowthSolutions,Autonomous Vehicles,255.07,9,2.93,51.23,14.2,Large,20,89.59
GreenLabAI,Quantum Computing,358.55,11,6.43,39.74,74.21,Medium,8,41.39
FinGrowthAI,AI,345.62,1,6.04,45.6,64.75,Medium,14,30.98
AgriEdgeTech,AI,82.74,7,1.9,68.32,64.54,Medium,2,63.72
SmartAIVentures,Quantum Computing,17.44,1,1.84,41.49,61.13,Large,20,34.0
NextCloudSystems,Healthcare,331.29,5,1.93,75.7,77.65,Small,6,79.61
QuantumSphereNetwork,Healthcare,4.82,11,2.4,58.24,37.35,Medium,15,72.81
GreenAITech,Cybersecurity,472.5,13,3.0,68.98,9.07,Small,1,48.57
QuantumConnectInnovations,AgriTech,220.36,8,9.73,49.62,86.67,Small,1,69.95
NextSphereHub,Autonomous Vehicles,494.5,14,1.71,62.16,43.42,Small,7,70.46
QuantumEdgeTech,Quantum Computing,260.78,5,7.62,37.26,96.6,Medium,15,87.21
HyperLabHub,EdTech,223.19,7,5.84,64.28,88.87,Small,10,79.39
AgriHealthVentures,GreenTech,230.65,6,6.35,20.27,3.1,Small,12,6.11
HyperSphereTech,AgriTech,158.54,13,9.02,69.29,73.03,Medium,18,73.06
GreenFinanceVentures,AgriTech,137.63,10,6.07,5.1,45.74,Large,14,84.7
AgriDataTech,AgriTech,183.0,11,3.58,11.75,4.01,Medium,5,25.22
FinSphereTech,EdTech,126.01,15,8.82,64.22,3.99,Small,6,32.18
GreenSphereAI,AI,174.98,9,4.36,12.24,5.37,Large,6,16.15
AgriFinanceInc,Quantum Computing,315.93,13,9.41,32.41,57.67,Small,7,95.23
NextSphereInnovations,EdTech,304.98,6,4.58,57.19,36.15,Medium,16,32.27
FinCloudNetwork,EdTech,353.07,5,7.01,74.8,31.83,Small,14,96.33
QuantumGrowthSystems,AgriTech,136.25,1,1.96,36.23,48.33,Small,12,97.06
SmartHealthSystems,AgriTech,207.67,14,7.99,62.89,28.34,Small,3,72.93
TechCloudInc,EdTech,290.15,9,6.13,69.33,66.55,Large,3,60.77
TechSphereHub,Cybersecurity,474.12,4,2.83,38.67,12.62,Medium,12,97.41
SmartFinanceInc,Healthcare,284.29,2,9.44,77.6,31.95,Small,10,7.45
SmartConnectInnovations,FinTech,124.83,3,1.89,50.39,8.35,Small,4,80.14
FinConnectHub,Autonomous Vehicles,301.58,6,9.67,0.67,1.07,Small,6,40.55
TechLabVentures,Autonomous Vehicles,266.92,6,9.32,28.86,3.16,Small,18,49.09
InnoEdgeInc,Quantum Computing,365.63,13,3.12,47.93,57.57,Small,5,43.06
SmartDataAnalytics,GreenTech,479.7,3,3.4,56.29,19.48,Small,6,67.57
SmartConnectHub,AgriTech,88.75,10,1.12,4.6,63.02,Medium,10,84.81
AgriLabInc,Healthcare,105.98,13,5.83,28.92,33.87,Large,1,22.52
AgriDataSolutions,Autonomous Vehicles,152.39,5,2.95,3.77,9.78,Small,3,12.75
FinCloudHub,Quantum Computing,145.69,5,3.0,64.11,26.95,Small,14,80.42
SmartLabTech,Cybersecurity,184.03,11,6.76,47.59,68.15,Medium,8,47.1
QuantumSphereNetwork,GreenTech,338.16,8,9.52,62.82,41.36,Small,14,20.63
QuantumHealthSystems,Cybersecurity,358.64,6,6.69,73.68,44.73,Small,11,38.5
NeuroLabSystems,Autonomous Vehicles,158.64,13,5.66,61.91,50.37,Medium,13,80.8
TechSphereAnalytics,Quantum Computing,310.71,12,2.64,56.39,16.32,Small,20,66.45
QuantumSphereVentures,Quantum Computing,252.06,9,8.44,11.11,96.86,Small,5,37.31
InnoConnectInnovations,Autonomous Vehicles,210.33,11,3.93,4.15,12.51,Small,7,7.37
QuantumSphereAI,FinTech,302.63,4,3.14,21.72,11.57,Medium,1,57.85
HyperConnectHub,Healthcare,214.47,4,1.77,72.43,24.76,Medium,7,32.58
InnoFinanceInnovations,Healthcare,34.85,13,3.23,76.27,7.69,Large,19,40.72
TechAIHub,Cybersecurity,130.63,7,6.51,20.72,42.8,Medium,9,93.69
SmartLabAI,Autonomous Vehicles,370.23,4,6.51,71.9,60.6,Large,10,0.67
NextConnectTech,AI,198.9,14,4.91,18.18,31.22,Small,19,58.35
NextEdgeNetwork,EdTech,88.46,7,10.0,56.63,54.11,Large,5,30.49
SmartHealthAI,AgriTech,448.16,4,3.09,15.6,17.73,Large,13,48.35
NeuroHealthNetwork,GreenTech,205.78,1,2.58,23.78,15.61,Small,3,80.91
AgriCloudVentures,Autonomous Vehicles,405.5,9,7.01,54.56,14.4,Large,13,86.22
QuantumEdgeAnalytics,EdTech,334.55,11,5.67,37.98,63.25,Small,5,36.39
AgriLabInnovations,GreenTech,443.21,10,3.97,20.11,44.46,Medium,9,32.57
InnoConnectAI,Autonomous Vehicles,316.46,2,3.74,11.69,9.91,Large,5,26.9
GreenConnectInc,FinTech,497.16,15,4.97,0.96,90.77,Small,8,4.08
FinEdgeTech,AI,338.33,15,1.36,55.39,58.98,Medium,3,47.02
NextCloudInc,Healthcare,65.82,12,3.79,37.27,87.4,Medium,3,52.48
NextEdgeSolutions,EdTech,157.49,7,8.95,26.06,4.22,Large,16,33.69
GreenLabNetwork,AI,285.81,6,2.31,70.75,0.25,Large,20,99.27
NeuroAIVentures,Healthcare,184.67,1,3.37,48.84,12.07,Large,14,95.89
FinAINetwork,EdTech,183.08,12,4.09,2.86,29.24,Small,18,40.18
FinCloudTech,AgriTech,144.38,10,6.34,35.95,32.02,Small,12,90.62
SmartGrowthVentures,EdTech,286.8,2,6.22,37.6,71.38,Large,5,37.34
TechConnectVentures,GreenTech,346.53,2,7.81,22.45,41.14,Medium,9,75.38
TechDataHub,GreenTech,421.57,5,8.62,37.25,72.24,Small,2,31.24
QuantumCloudSolutions,Quantum Computing,79.37,7,9.7,76.26,94.03,Small,8,54.75
HyperAISolutions,Healthcare,54.54,12,8.59,0.13,57.12,Medium,6,55.76
NeuroAITech,Healthcare,48.08,11,2.89,35.6,63.42,Large,3,52.61
GreenLabHub,AI,176.63,4,6.39,7.2,85.0,Small,8,39.96
TechSphereSolutions,EdTech,287.04,1,2.12,67.69,49.36,Small,6,45.55
NextEdgeVentures,AgriTech,191.18,5,7.44,63.43,64.71,Large,2,22.37
FinGrowthVentures,EdTech,8.42,15,5.26,31.87,26.87,Small,14,81.93
QuantumGrowthSolutions,FinTech,142.26,10,8.06,66.52,16.94,Large,7,77.34
NeuroSphereTech,Autonomous Vehicles,157.62,6,5.5,72.47,11.95,Medium,12,25.61
TechAINetwork,AgriTech,497.95,7,6.07,0.43,0.78,Small,5,36.43
GreenDataHub,FinTech,368.15,8,2.5,42.56,9.7,Medium,17,97.71
AgriConnectSystems,Autonomous Vehicles,466.04,3,2.66,69.35,7.54,Small,7,26.1
SmartFinanceSolutions,Healthcare,219.6,5,8.22,73.69,61.97,Large,4,60.07
NeuroFinanceTech,Autonomous Vehicles,482.8,7,3.78,73.54,59.41,Medium,9,95.05
FinCloudVentures,FinTech,372.33,12,4.6,36.94,37.1,Large,4,71.73
SmartLabAnalytics,AI,456.51,3,6.31,4.38,70.68,Medium,3,31.49
InnoLabHub,Autonomous Vehicles,439.9,1,6.95,5.98,69.32,Small,17,33.95
SmartSphereNetwork,Autonomous Vehicles,47.53,4,3.43,48.14,72.85,Large,13,21.35
SmartConnectHub,Quantum Computing,293.54,8,2.73,41.76,50.48,Large,4,67.66
HyperGrowthSolutions,GreenTech,15.54,8,1.8,8.85,39.97,Small,12,3.31
InnoEdgeVentures,GreenTech,374.94,7,4.3,60.58,70.98,Medium,6,92.63
NextFinanceAI,Cybersecurity,311.63,10,5.82,25.34,55.86,Medium,8,21.96
FinEdgeNetwork,Quantum Computing,293.87,7,1.62,53.43,26.48,Medium,2,95.25
TechHealthNetwork,AI,166.68,1,9.26,44.47,52.4,Medium,11,75.82
AgriGrowthTech,Quantum Computing,483.74,13,6.94,6.14,7.62,Medium,15,33.52
GreenDataSystems,AI,162.66,2,1.28,72.06,47.65,Medium,8,84.11
NextHealthSolutions,AI,122.64,5,3.41,32.4,89.99,Small,13,0.14
InnoSphereVentures,GreenTech,201.19,5,9.09,36.37,11.53,Large,4,87.73
NeuroCloudSystems,AgriTech,55.69,7,2.7,26.68,36.33,Small,5,90.64
InnoCloudNetwork,Quantum Computing,236.67,7,1.86,13.12,92.12,Medium,4,19.67
SmartFinanceSolutions,Autonomous Vehicles,375.1,5,1.59,20.56,88.54,Medium,5,65.67
TechHealthAnalytics,GreenTech,418.12,1,7.57,39.38,64.82,Medium,11,93.44
QuantumCloudAnalytics,Autonomous Vehicles,471.7,2,6.58,75.3,59.97,Large,11,3.89
SmartEdgeInnovations,FinTech,443.52,1,7.15,65.55,95.01,Large,8,41.86
QuantumAIInnovations,Cybersecurity,239.69,10,5.13,43.91,33.92,Large,19,44.92
NeuroConnectNetwork,Healthcare,189.54,9,5.77,52.51,84.07,Large,2,90.99
InnoAIHub,Healthcare,265.25,5,6.33,19.89,9.66,Medium,11,55.66
TechEdgeInnovations,Quantum Computing,288.18,11,9.11,69.16,26.96,Medium,15,52.33
TechConnectInc,AI,201.75,3,1.57,39.76,24.24,Medium,14,71.36
InnoGrowthAnalytics,AgriTech,461.35,9,4.66,52.32,20.41,Large,18,14.39
HyperLabNetwork,Cybersecurity,83.27,14,4.07,78.12,79.02,Small,4,83.13
HyperEdgeInnovations,EdTech,302.05,4,9.57,65.67,41.71,Medium,17,98.44
InnoAIInnovations,AI,212.58,14,3.44,17.47,28.0,Small,20,19.75
AgriEdgeNetwork,Quantum Computing,197.38,11,4.34,29.86,9.87,Small,9,29.34
AgriAIAI,AgriTech,158.68,6,7.48,44.15,29.33,Small,3,54.87
GreenAISolutions,Autonomous Vehicles,265.71,7,7.66,43.33,43.26,Small,1,24.81
HyperConnectSolutions,AgriTech,439.27,6,2.57,27.22,50.6,Medium,5,57.05
NeuroDataInc,Cybersecurity,268.4,2,9.49,11.72,8.53,Medium,20,78.12
SmartSphereSolutions,EdTech,482.58,1,7.56,30.12,83.78,Small,14,1.85
SmartEdgeVentures,Healthcare,178.15,7,1.87,65.69,20.27,Small,15,81.52
FinAIAnalytics,Autonomous Vehicles,477.63,11,3.65,58.87,90.24,Large,7,73.61
TechHealthSystems,AI,439.82,10,7.91,7.27,35.5,Medium,13,86.67
GreenHealthInc,AgriTech,32.36,14,8.21,32.42,38.62,Small,6,76.84
FinConnectVentures,Healthcare,304.04,2,5.86,49.9,16.04,Medium,2,39.0
AgriSphereAnalytics,Cybersecurity,411.4,1,9.66,12.21,81.02,Small,16,56.47
GreenEdgeAnalytics,AgriTech,249.36,5,5.79,15.39,6.21,Medium,9,86.35
HyperGrowthSystems,Quantum Computing,362.47,5,2.01,29.18,27.3,Small,13,19.29
InnoEdgeAnalytics,Healthcare,302.92,13,3.94,67.94,74.79,Medium,6,11.37
QuantumDataInc,AI,396.35,6,1.33,28.99,71.83,Large,2,69.86
NextDataNetwork,EdTech,12.02,8,7.58,53.0,76.36,Small,3,30.87
NeuroHealthInc,FinTech,9.86,4,1.98,30.28,84.16,Large,10,53.59
FinGrowthSolutions,AgriTech,446.6,11,7.11,8.75,63.54,Large,3,47.34
NeuroFinanceTech,Healthcare,458.75,9,8.14,6.55,89.8,Medium,16,62.16
TechEdgeNetwork,AI,30.63,11,3.73,45.04,62.09,Small,14,70.36
InnoCloudAnalytics,AgriTech,317.79,10,7.16,18.3,53.0,Large,14,71.74
HyperAIInnovations,Autonomous Vehicles,250.42,3,4.57,36.15,28.64,Large,2,62.55
NextSphereAI,Cybersecurity,87.66,3,2.37,24.2,31.65,Medium,7,58.74
HyperConnectHub,GreenTech,397.45,1,5.18,15.87,21.17,Medium,6,7.06
AgriGrowthVentures,AgriTech,50.11,5,4.43,42.78,39.03,Small,13,93.05
AgriHealthNetwork,EdTech,304.55,10,9.24,35.49,40.18,Small,14,36.81
NextConnectSystems,Quantum Computing,182.4,12,8.99,78.2,11.1,Medium,13,36.06
NextGrowthHub,GreenTech,346.02,7,9.64,51.72,77.9,Medium,8,12.63
HyperGrowthSolutions,Autonomous Vehicles,462.38,13,7.36,61.07,50.38,Medium,19,16.42
SmartGrowthSystems,Cybersecurity,193.96,10,5.97,13.4,20.42,Large,20,1.6
NeuroCloudHub,GreenTech,89.84,14,6.38,78.47,66.53,Medium,20,5.22
HyperSphereHub,Cybersecurity,313.63,9,1.2,74.47,97.2,Large,1,28.86
NeuroCloudSolutions,Cybersecurity,231.74,7,3.05,68.18,48.85,Large,1,61.2
NeuroHealthAI,Cybersecurity,179.81,12,5.42,40.98,18.15,Small,13,3.44
FinAINetwork,FinTech,387.91,13,5.22,57.41,20.76,Large,2,18.12
NextConnectTech,EdTech,56.4,2,2.9,13.38,94.06,Medium,1,82.34
InnoAIHub,FinTech,191.17,2,6.31,44.15,35.92,Medium,20,25.85
GreenLabTech,Cybersecurity,333.06,9,9.12,14.62,61.84,Small,7,83.37
NextEdgeNetwork,AgriTech,180.34,7,2.36,9.37,54.22,Large,15,5.82
QuantumFinanceVentures,EdTech,387.19,3,4.63,32.38,11.97,Medium,9,17.94
TechConnectInnovations,Cybersecurity,459.5,4,2.88,26.41,24.85,Large,16,97.14
HyperFinanceHub,EdTech,443.38,3,8.13,41.05,63.9,Large,3,4.15
GreenLabSolutions,AgriTech,233.2,4,1.05,33.26,38.44,Medium,5,92.02
AgriAISystems,EdTech,234.1,7,4.99,42.27,71.32,Small,15,23.78
NeuroGrowthHub,Cybersecurity,117.98,3,7.78,5.28,27.32,Small,4,38.17
HyperGrowthAI,Quantum Computing,114.11,15,6.05,77.67,29.54,Medium,2,68.44
QuantumHealthSolutions,Cybersecurity,104.12,3,7.76,69.88,40.53,Medium,15,63.02
FinHealthSystems,Healthcare,468.96,4,2.8,44.99,59.86,Small,5,3.0
NextConnectVentures,FinTech,82.01,10,2.12,73.2,93.1,Medium,19,36.61
SmartFinanceVentures,Autonomous Vehicles,9.4,8,1.62,33.63,30.48,Small,6,93.79
FinLabSolutions,AgriTech,487.35,7,9.49,40.57,24.16,Large,9,48.16
AgriConnectNetwork,Quantum Computing,135.42,12,3.82,1.93,59.35,Medium,3,65.33
InnoSphereInnovations,Healthcare,374.7,8,6.94,50.45,90.96,Small,13,67.94
InnoCloudVentures,Healthcare,198.24,11,3.66,79.64,32.0,Medium,1,27.2
HyperCloudSystems,Cybersecurity,296.27,3,4.2,70.4,42.7,Large,16,38.97
NextAISystems,Cybersecurity,159.22,10,8.68,8.43,50.65,Small,3,52.65
GreenHealthSystems,FinTech,401.69,15,7.03,7.38,93.94,Small,6,23.65
NextHealthInnovations,GreenTech,389.8,3,9.74,23.89,79.51,Small,9,20.55
QuantumSphereVentures,Autonomous Vehicles,331.72,2,1.71,22.18,73.53,Medium,14,82.31
TechCloudTech,FinTech,9.53,13,2.22,14.68,3.82,Medium,11,71.0
NeuroSphereHub,EdTech,130.05,1,2.28,9.39,96.22,Small,9,21.26
SmartLabInc,GreenTech,303.11,2,3.5,62.19,56.66,Large,9,96.67
NeuroFinanceVentures,Quantum Computing,243.08,15,1.79,26.19,78.94,Large,3,48.3
InnoSphereInc,FinTech,324.69,15,5.81,78.08,61.3,Large,10,8.53
HyperDataInc,Quantum Computing,168.26,8,2.13,23.57,1.18,Medium,13,48.89
InnoGrowthSystems,GreenTech,328.89,1,4.04,15.83,70.52,Large,7,93.11
NeuroSphereHub,Cybersecurity,293.94,6,8.52,46.09,42.93,Small,7,80.2
GreenSphereInc,Quantum Computing,101.76,13,2.09,48.66,91.11,Small,20,22.92
GreenLabNetwork,Quantum Computing,196.41,12,9.47,66.61,77.91,Small,17,53.12
GreenAITech,FinTech,121.96,1,5.99,67.2,98.05,Large,6,90.4
NextFinanceInc,FinTech,309.24,13,3.82,57.88,19.12,Medium,10,33.91
AgriConnectHub,GreenTech,246.98,3,6.44,42.45,43.3,Medium,6,96.87
AgriCloudSystems,Cybersecurity,272.45,14,1.11,68.89,91.45,Large,19,35.35
TechSphereAnalytics,GreenTech,260.36,9,6.82,29.09,59.88,Large,11,21.72
NextEdgeInc,Quantum Computing,384.19,11,4.22,36.55,30.07,Small,6,3.21
InnoLabAI,Cybersecurity,302.6,3,2.08,32.73,85.28,Large,13,17.73
InnoAINetwork,Quantum Computing,171.81,8,2.65,50.23,48.83,Large,3,96.25
NextFinanceVentures,Autonomous Vehicles,205.94,8,4.57,57.75,2.89,Medium,19,7.8
SmartGrowthInnovations,Healthcare,229.01,9,9.51,11.27,90.21,Large,20,48.92
TechSphereHub,AgriTech,320.96,15,2.93,69.1,99.42,Small,11,64.81
NextHealthTech,AI,358.61,1,7.99,42.01,19.92,Large,7,19.56
InnoCloudSystems,AI,240.92,13,1.7,79.74,51.85,Large,15,17.75
GreenGrowthHub,FinTech,135.57,10,4.67,17.82,55.38,Large,9,38.92
InnoAIVentures,Quantum Computing,435.84,4,3.07,78.1,29.17,Large,17,22.81
SmartAIAI,AI,369.94,13,8.18,78.54,37.3,Small,6,18.39
SmartDataNetwork,AI,172.74,9,2.3,26.63,46.0,Small,13,52.23
TechHealthTech,AI,385.63,1,5.37,71.48,65.21,Large,3,97.12
GreenFinanceInc,Quantum Computing,145.36,15,8.51,45.8,7.13,Small,10,68.27
SmartEdgeNetwork,EdTech,362.87,6,6.47,53.81,25.32,Medium,15,27.54
InnoLabNetwork,FinTech,277.06,1,6.53,79.0,70.55,Large,16,16.11
HyperAINetwork,GreenTech,101.15,2,7.61,42.27,73.91,Large,9,27.55
NextHealthSystems,Healthcare,224.85,9,1.86,73.19,46.14,Small,8,3.83
NextGrowthVentures,GreenTech,219.81,1,8.32,4.41,33.34,Small,13,78.11
NextEdgeAnalytics,EdTech,102.48,9,3.66,8.3,56.13,Large,7,39.81
NeuroCloudInc,Healthcare,93.59,3,7.26,28.89,3.19,Small,2,96.97
GreenDataInnovations,EdTech,283.64,12,7.52,11.23,7.73,Medium,14,37.1
TechDataInc,Autonomous Vehicles,243.14,13,4.68,45.18,67.83,Medium,19,46.49
QuantumGrowthSolutions,Healthcare,202.26,11,7.6,10.27,16.72,Small,5,6.68
NextHealthHub,FinTech,331.17,14,4.38,42.35,51.93,Large,11,16.62
SmartAITech,Cybersecurity,240.69,3,3.49,52.61,2.26,Medium,7,17.11
FinFinanceAnalytics,Quantum Computing,348.79,9,1.67,31.36,22.07,Small,20,8.59
HyperConnectTech,EdTech,493.13,6,8.18,74.37,2.31,Medium,4,17.72
NextConnectInnovations,Healthcare,262.11,1,7.59,9.44,94.71,Small,8,77.52
HyperSphereVentures,AI,255.98,15,2.89,49.87,24.99,Large,2,16.9
AgriLabNetwork,GreenTech,191.14,12,5.39,48.7,3.72,Medium,19,33.46
NextSphereInnovations,GreenTech,215.76,6,5.99,2.8,77.41,Small,16,48.79
NextAISystems,FinTech,309.51,6,9.31,46.87,97.17,Large,12,27.19
NextFinanceInc,AI,11.84,9,9.99,61.9,12.89,Medium,3,58.91
AgriConnectVentures,FinTech,66.34,1,9.98,54.32,28.03,Small,4,42.91
FinLabHub,Quantum Computing,437.61,7,5.21,22.23,21.97,Large,8,76.42
TechAINetwork,GreenTech,133.59,15,2.36,77.47,54.67,Large,16,4.51
QuantumSphereTech,Autonomous Vehicles,448.6,1,6.6,19.65,22.14,Small,4,9.18
AgriFinanceSystems,AI,292.96,3,6.37,5.52,69.15,Medium,5,36.11
InnoDataNetwork,GreenTech,400.95,2,6.99,67.84,96.47,Medium,3,76.92
NextFinanceSystems,Healthcare,483.56,8,2.26,11.88,8.95,Large,7,42.63
SmartConnectAnalytics,Autonomous Vehicles,60.55,11,7.01,62.96,1.95,Medium,7,87.81
FinDataHub,AgriTech,485.12,15,2.79,58.14,38.08,Medium,4,45.28
HyperAIAI,AI,282.55,7,5.7,72.27,48.51,Medium,8,59.96
SmartLabSolutions,GreenTech,269.81,4,9.5,6.72,35.46,Small,15,77.6
NeuroHealthAI,Quantum Computing,64.15,10,1.13,9.14,92.41,Small,13,46.7
HyperFinanceInnovations,Cybersecurity,114.44,13,6.97,1.39,92.76,Large,11,66.91
InnoSphereInnovations,Healthcare,412.65,6,2.88,28.86,83.54,Small,12,62.3
TechDataTech,Cybersecurity,306.08,3,8.73,78.99,41.44,Large,6,11.28
NextAIAI,Cybersecurity,185.37,1,7.69,9.87,0.76,Medium,16,26.67
TechCloudSolutions,AgriTech,14.2,14,4.8,12.26,24.39,Large,4,29.05
